127,6427,0.054048,0.10919,562.96,773.78,3,10,0.012512,0.10353,0.027451,0.082888,0.1351,0,0.12131,0.11294,0.073265,0.16474,0.011186,0.13397,0.17434,0.30463,0.2433,0.18941,0.039624,0.14191,0.21754,0.13483,0.12279,0,0.26178,0.22113,0.38698,0.086895,0.11372,0.0074981,0.084186,0.44485,0.12193,0.022125,34.956,25.851,51.998,20.992,57.533,0,16.741,51.346,12.356,7.4113,3.2005,0.08402,35.015,2.5688,45.691,25.886,1
430,3321,0.2342,0.0083433,222.94,207.73,1,53,0.0049088,0.074002,0.035239,0.067612,0.069429,0,0.11174,0.0030158,0.026576,0.072127,0.068752,0.011524,0.14903,0.14279,0.096051,0.11355,0.049264,0.061123,0.083073,0.19977,0.24422,0,0.10599,0.12326,0.30629,0.072144,0.56403,0.082262,0.52403,0.16364,0.037707,0.15391,51.167,45.317,51.397,26.798,25.077,0,27.824,11.289,3.323,4.0395,13.597,6.2648,0.75965,9.7569,24.65,35.206,1
159,2837,0.57389,0.2996,1257.6,1366,4,33,0.073938,0.044535,0.12958,0.079487,0.10238,0,0.02315,0.07303,0.40442,0.24209,0.020626,0.32516,0.25568,0.17392,0.020341,0.075064,0.047617,0.02992,0.10557,0.19239,0.25876,0,0.42871,0.11631,0.083922,0.18047,0.26435,0.059633,0.36029,0.26611,0.37295,0.35882,38.627,9.7732,14.621,34.103,89.213,0,52.869,57.579,0.56877,5.2715,9.5681,0.77602,28.32,64.644,59.349,0.79067,1
88,193,0.014466,0.018433,735.72,172.79,0,17,0.02213,0.033263,0.034236,0.06048,0.013956,0,0.055857,0.14722,0.20923,0.23157,0.017185,0.078585,0.041913,0.070529,0.074053,0.15741,0.81804,0.071767,0.13524,0.19214,0.078168,0,0.42318,0.25391,0.032253,0.083124,0.60461,0.17964,0.15189,0.13091,0.047112,0.26926,28.752,13.987,2.0796,37.061,19.379,0,11.562,13.22,2.8053,2.3117,43.687,9.0305,13.017,31.693,12.76,30.636,1
1,5669,0.19605,0.15986,82.041,46.482,1,5,0.0073064,0.088399,0.0098711,0.11055,0.12293,0,0.12985,0.12167,0.065237,0.13787,0.0012554,0.022231,0.1726,0.24256,0.23808,0.097983,0.097243,0.083287,0.074564,0.33686,0.082331,0,0.30134,0.27505,0.026039,0.19135,0.042506,0.23414,0.058525,0.13615,0.14249,0.40823,32.294,44.323,23.875,36.477,75.551,0,51.216,100.48,8.4103,32.908,14.147,21.938,33.162,42.56,57.819,3.2168,1
517,5764,0.032302,0.0093539,243.23,691.48,3,28,0.020951,0.10073,0.022891,0.081327,0.13481,0.027469,0.1016,0.044754,0.10681,0.18141,0.056248,0.14624,0.15092,0.21238,0.29544,0.14707,0.040661,0.073296,0.067587,0.33469,0.17018,0.493,0.21062,0.53335,0.049638,0.11221,0.63522,0.1029,0.036837,0.2235,0.16157,0.079587,23.859,22.937,19.087,7.6631,40.604,96.932,30.278,0.65578,12.114,3.3623,27.531,31.293,7.3889,11.24,7.6914,6.5813,1
254,4443,0.15298,0.0079918,164.27,47.198,2,19,0.011924,0.067307,0.028026,0.06873,0.10409,0,0.044398,0.082967,0.14836,0.090405,0.078548,0.066267,0.0083425,0.2748,0.21319,0.23851,0.12066,0.072931,0.15536,0.18815,0.070266,0,0.26312,0.098134,0.98877,0.098443,0.47528,0.14112,0.10758,0.39857,0.098174,0.76042,71.661,37.954,57.315,29.656,54.053,0,19.423,7.0445,9.8975,10.032,28.338,18.637,21.021,16.338,42.024,87.21,1
331,4246,0.10046,0.042249,157.49,112.38,1,85,0.014401,0.09221,0.0047183,0.13587,0.11568,0.014268,0.10292,0.03299,0.016021,4.7209e-05,0.001263,0.096821,0.015733,0.20415,0.16921,0.091818,0.1329,0.073182,0.0018898,0.13131,0.46593,0.17906,0.12791,0.32703,0.53809,0.079736,1.521,0.1912,0.27316,0.011557,0.041762,0.057179,2.1973,22.085,30.6,116.93,60.169,139.02,29.509,11.408,0.63542,16.323,73.737,4.1191,13.631,45.098,20.612,27.689,1
76,4276,0.26822,0.04162,2620.9,2939.5,3,32,0.0017107,0.01146,0.060539,0.050428,0.13878,0.083402,0.03941,0.12176,0.055489,0.25181,0.001263,0.015708,0.054053,0.01107,0.19537,0.11051,0.22151,0.14261,0.053444,0.080017,0.35335,0.19827,0.50647,0.35921,0.095441,0.17727,1.521,0.38146,0.05849,0.28184,0.10225,0.072406,0.62585,22.791,44.015,23.782,29.965,131.25,4.941,16.89,34.169,45.999,73.737,19.688,29.621,8.6541,24.928,16.668,1
196,651,0.06347,0.022393,855.71,448.64,1,12,0.02213,0.062793,0.0024612,0.058774,0.021731,0.075063,0.05384,0.074885,0.11563,0.085559,0.0042272,0.092319,0.072946,0.018915,0.060352,0.05998,0.81804,0.13345,0.057418,0.036061,0.37889,0.54758,0.28133,0.26876,0.070573,0.21244,0.098878,0.40271,0.53527,0.18991,0.043055,0.17393,28.752,6.6783,21.647,33.086,28.477,105.33,3.833,2.098,9.178,1.0004,12.803,17.772,5.7275,8.065,10.846,18.813,1
