211,2919,0.26766,0.034739,1142.8,3085.1,2,11,0.01264,0.034761,0.019524,0.080871,0.085123,0.0080192,0.01546,0.045787,0.0056675,0.1579,0.094967,0.2226,0.06156,0.045265,0.22042,0.060606,0.26321,0.40057,0.068675,0.015261,0.16484,0.083845,0.0040994,0.066128,0.061488,0.183,0.4346,0.19622,0.070744,0.071096,0.0010329,0.28597,8.7288,3.0368,16.859,6.0697,46.831,71.89,30.236,2.2317,38.417,16.956,25.195,11.599,25.357,4.4412,81.466,207.8,0
132,5088,0.61866,0.016284,2700.1,3886.4,34,29,0.0052509,0.10677,0.058601,0.15527,0.056741,0.016775,0.036438,0.10538,0.082886,0.00068546,0.10964,0.22825,0.11432,0.092208,0.19369,0.049884,0.40396,0.3295,0.44406,0.056633,0.047562,0.33888,0.27374,0.079661,0.10461,0.106,0.081359,0.17274,0.0083739,0.012397,0.03165,0.094384,26.476,3.5632,22.422,3.38,120.53,24.995,129.74,12.08,19.895,6.7682,26.099,19.398,17.544,19.596,5.9564,66.532,0
62,141,1.3544,0.21676,1660.9,3151,3,10,0.016203,0.011554,0.029761,0.091049,0.016051,0.062391,0.029598,0.1245,0.014945,0.2268,0.022416,0.035492,0.023127,0.016256,0.16743,0.0341,0.14124,0.17897,0.0094794,0.16415,0.049211,0.43999,0.88226,0.0025568,0.13284,0.17895,0.076463,0.34022,0.2198,0.22943,0.29486,0.36561,14.36,44,57.086,66.314,173.11,62.462,189.5,24.921,5.893,50.013,88.848,40.23,88.306,112.22,86.931,70.16,0
82,1874,0.89055,0.0093626,583.72,2000.2,3,4,0.037789,0.039037,0.0059604,0.097129,0.033852,0.085138,0.029104,0.056443,0.029238,0.35081,0.0090761,0.14766,0.1357,0.044682,0.13599,0.029356,0.51124,0.35246,0.30009,0.17006,0.052686,0.2994,0.32901,0.20272,0.2172,0.00036155,0.14047,0.26739,0.022036,0.042049,0.14284,0.012117,50.028,2.8548,44.834,6.1695,94.834,24.183,185.93,7.329,61.149,9.5676,10.911,51.606,32.55,27.308,1.0389,5.1204,0
177,3272,0.94977,0.093752,1692.6,3544.1,1,26,0.0070016,0.074713,0.031719,0.099423,0.069509,0.0020896,0.024484,0.044206,0.040504,0.16279,0.08259,0.18957,0.07196,0.030799,0.21912,0.055033,0.097778,0.28953,0.1838,0.090189,0.11146,0.045137,0.14854,0.037912,0.27146,0.20818,0.078486,0.17488,0.10197,0.08405,0.11577,0.030822,9.8509,22.01,27.61,19.727,60.282,18.348,65.871,22.273,21.711,35.638,39.699,37.619,36.903,33.04,8.7844,62.08,0
221,348,0.70803,0.022078,315.75,1481.4,0,9,0.017412,0.020592,0.038801,0.067573,0.02677,0.019543,0.02539,0.042501,0.0081117,0.17797,0.027226,0.069938,0.090315,0.011091,0.18695,0.060606,0.25302,0.36094,0.24988,0.069898,0.090369,0.0056571,0.072217,0.13016,0.18634,0.10359,0.059965,0.012262,0.025372,0.025811,0.011581,0.28597,17.747,20.804,50.641,8.9961,10.864,58.543,5.8722,17.029,60.403,43.421,23.549,0.60304,28.874,38.206,84.345,207.8,0
104,2819,0.32809,0.0074546,125.72,2363.5,3,11,0.018483,0.094491,0.026864,0.04428,0.092412,0.035463,0.0049195,0.034104,0.045103,0.10104,0.1157,0.19247,0.033283,0.020659,0.19739,0.050078,0.42536,0.53676,0.29699,0.075425,0.17461,0.40687,0.064652,0.13278,0.37808,0.12639,0.039816,0.021718,0.072054,0.024365,0.005942,0.085189,8.1637,83.663,10.945,14.001,278.37,26.175,47.801,31.971,169,1.6696,66.347,3.6042,48.01,47.063,114.49,53.913,0
187,5531,1.1518,0.058693,2719.1,4200.6,27,21,0.0011739,0.11601,0.043333,0.15154,0.070095,0.0077299,0.039376,0.094003,0.087466,0.044408,0.12099,0.1994,0.1198,0.10277,0.23257,0.057591,0.20179,0.45097,0.19671,0.040516,0.1463,0.086034,0.0087537,0.16433,0.39469,0.075936,0.037323,0.007029,0.026583,0.05498,0.065991,0.078948,28.204,16.652,7.8915,9.2775,12.215,40.904,69.47,18.646,85.758,28.571,27.89,3.0757,26.565,15.461,87.706,22.18,0
75,4141,1.041,0.10747,1513.5,3229.3,0,16,0.0017378,0.10012,0.041805,0.13266,0.067655,0.0041717,0.029048,0.051796,0.082495,0.10119,0.091073,0.17693,0.10818,0.061488,0.20034,0.04103,0.0314,0.25464,0.15541,0.10279,0.070679,0.090889,0.12476,0.011565,0.11871,0.20529,0.01754,0.33738,0.1599,0.10388,0.17013,0.010317,37.077,3.7049,5.0976,26.948,59.804,31.255,41.163,10.406,32.343,1.0942,6.2965,32.605,4.121,16.728,1.8051,77.101,0
15,4533,1.0598,0.042913,2832.3,4331.6,4,39,0.0077115,0.11627,0.032068,0.15114,0.052891,0.022403,0.028406,0.087167,0.0835,0.076718,0.099597,0.21672,0.094979,0.084001,0.23369,0.056968,0.44933,0.42171,0.3385,0.1742,0.08644,0.26904,0.022449,0.15796,0.35976,0.026442,0.13318,0.23146,0.0050208,0.010452,0.033073,0.21918,39.809,10.147,9.2805,36.836,100.31,24.204,135.08,17.132,43.052,34.08,31.124,47.312,18.851,29.483,7.0972,68.275,0
